ACCT_ID,SUBSCRIPTION_BILLABLE_TYPE,SUBSCRIPTION_TYPE,SKU_LENGTH,SUB_STATE,SUB_START_DATE,SUB_END_DATE
8.06121E+14,Paid,Retail,3 months,Reclaim,2020-12-05,2021-03-05
6.19458E+14,Free,Trial,14 days,Trial,2020-04-09,2020-04-23
2.11128E+14,Free,Trial,14 days,Trial,2019-08-11,2019-08-25
2.55139E+14,Free,Trial,14 days,Trial,2019-08-13,2019-08-27
2.62194E+14,Free,Trial,14 days,Trial,2020-04-19,2020-05-03
2.62194E+14,Paid,Wallet,1 month,Acquisition,2020-05-05,2020-06-05
4.88216E+14,Free,Trial,14 days,Trial,2019-12-07,2019-12-21
4.88216E+14,Paid,Wallet,1 month,Acquisition,2019-12-21,2020-01-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-01-21,2020-02-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-02-21,2020-03-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-03-21,2020-04-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-04-21,2020-05-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-05-21,2020-06-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-06-21,2020-07-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-07-21,2020-08-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-08-21,2020-09-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-09-21,2020-10-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-10-21,2020-11-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-11-21,2020-12-21
4.88216E+14,Paid,Wallet,1 month,Renewal,2020-12-21,2021-01-21
8.39643E+14,Paid,Wallet,1 month,Reclaim,2020-12-10,2021-01-10
6.41363E+14,Free,Trial,14 days,Trial,2019-09-10,2019-09-24
9.03237E+14,Paid,Wallet,3 months,Renewal,2019-07-26,2019-10-26
9.03237E+14,Paid,Wallet,3 months,Renewal,2019-10-26,2020-01-26
9.03237E+14,Paid,Wallet,3 months,Reclaim,2020-04-08,2020-07-08
9.03237E+14,Paid,Wallet,3 months,Renewal,2020-07-08,2020-10-08
9.03237E+14,Paid,Wallet,3 months,Renewal,2020-10-08,2021-01-08
5.18408E+14,Paid,Wallet,1 month,Renewal,2020-10-11,2020-11-11
6.90624E+14,Paid,Retail,12 months,Acquisition,2020-05-02,2021-05-02
2.98137E+14,Paid,Wallet,3 months,Reclaim,2020-05-19,2020-08-19
8.2234E+14,Paid,Wallet,1 month,Renewal,2020-10-09,2020-11-09
6.64724E+14,Free,Trial,14 days,Trial,2020-06-25,2020-07-09
8.0267E+14,Free,Trial,14 days,Trial,2020-03-29,2020-04-12
9.0447E+14,Paid,Retail,12 months,Acquisition,2019-11-22,2020-11-22
9.0447E+14,Paid,Wallet,12 months,Renewal,2020-11-22,2021-11-22
1.70524E+14,Free,Trial,14 days,Trial,2019-07-05,2019-07-19
2.70994E+14,Free,Trial,14 days,Trial,2020-07-06,2020-07-20
2.70994E+14,Paid,Wallet,3 months,Acquisition,2020-08-26,2020-11-26
3.56011E+14,Paid,Wallet,12 months,Reclaim,2019-12-21,2020-12-21
3.56011E+14,Paid,Wallet,1 month,Renewal,2020-12-29,2021-01-29
6.50506E+14,Paid,Wallet,3 months,Acquisition,2019-08-09,2019-11-09
6.50506E+14,Paid,Retail,12 months,Reclaim,2020-10-23,2021-10-23
8.68089E+14,Paid,Wallet,1 month,Reclaim,2020-11-14,2020-12-14
4.86606E+14,Paid,Wallet,1 month,Renewal,2019-06-22,2019-07-22
4.86606E+14,Paid,Wallet,1 month,Renewal,2019-07-22,2019-08-22
4.86606E+14,Paid,Wallet,1 month,Renewal,2019-08-22,2019-09-22
4.86606E+14,Paid,Wallet,1 month,Renewal,2019-09-22,2019-10-22
4.86606E+14,Paid,Wallet,1 month,Renewal,2019-10-22,2019-11-22
4.86606E+14,Paid,Wallet,12 months,Renewal,2019-11-30,2020-11-30
4.86606E+14,Paid,Wallet,12 months,Renewal,2020-11-30,2021-11-30
3.398E+14,Paid,Wallet,1 month,Reclaim,2019-10-25,2019-11-25
6.85979E+14,Paid,Retail,3 months,Acquisition,2020-09-03,2020-12-03
2.18376E+14,Paid,Wallet,1 month,Renewal,2020-10-06,2020-11-06
8.23385E+14,Paid,Wallet,12 months,Acquisition,2020-08-26,2021-08-26
6.91825E+14,Paid,Wallet,1 month,Acquisition,2020-07-15,2020-08-15
6.91825E+14,Paid,Wallet,1 month,Reclaim,2020-09-10,2020-10-10
6.91825E+14,Paid,Wallet,1 month,Renewal,2020-10-11,2020-11-11
8.10472E+14,Free,Trial,14 days,Trial,2019-06-17,2019-07-01
1.31527E+14,Paid,Wallet,1 month,Renewal,2019-06-29,2019-07-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2019-07-29,2019-08-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2019-08-29,2019-09-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2019-09-29,2019-10-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2019-10-29,2019-11-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2019-11-29,2019-12-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2019-12-29,2020-01-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-01-29,2020-02-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-02-29,2020-03-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-03-29,2020-04-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-04-29,2020-05-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-05-29,2020-06-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-06-29,2020-07-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-07-29,2020-08-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-08-29,2020-09-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-09-29,2020-10-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-10-29,2020-11-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-11-29,2020-12-29
1.31527E+14,Paid,Wallet,1 month,Renewal,2020-12-29,2021-01-29
8.03097E+14,Paid,Wallet,1 month,Renewal,2019-06-30,2019-07-30
8.03097E+14,Paid,Wallet,1 month,Renewal,2019-07-30,2019-08-30
8.03097E+14,Paid,Wallet,12 months,Reclaim,2019-12-14,2020-12-14
8.03097E+14,Paid,Wallet,12 months,Renewal,2020-12-14,2021-12-14
1.84582E+14,Free,Trial,14 days,Trial,2020-02-24,2020-03-09
6.17464E+14,Paid,Wallet,12 months,Renewal,2019-10-13,2020-10-13
6.17464E+14,Paid,Wallet,12 months,Renewal,2020-10-13,2021-10-13
2.57517E+14,Paid,Wallet,12 months,Renewal,2019-06-03,2020-06-03
2.57517E+14,Paid,Wallet,12 months,Renewal,2020-06-03,2021-06-03
2.49632E+14,Paid,Wallet,1 month,Acquisition,2020-05-26,2020-06-26
2.49632E+14,Paid,Wallet,1 month,Renewal,2020-06-26,2020-07-26
2.49632E+14,Paid,Wallet,1 month,Renewal,2020-07-29,2020-08-29
2.49632E+14,Paid,Wallet,1 month,Renewal,2020-08-29,2020-09-29
2.49632E+14,Paid,Wallet,1 month,Renewal,2020-09-29,2020-10-29
2.49632E+14,Paid,Wallet,1 month,Renewal,2020-10-29,2020-11-29
2.49632E+14,Paid,Wallet,1 month,Renewal,2020-11-29,2020-12-29
2.49632E+14,Paid,Wallet,1 month,Renewal,2020-12-29,2021-01-29
5.13985E+14,Paid,Wallet,1 month,Acquisition,2020-10-11,2020-11-11
5.95787E+14,Free,Trial,14 days,Trial,2019-11-07,2019-11-21
5.95787E+14,Paid,Wallet,1 month,Acquisition,2019-11-21,2019-12-21
5.95787E+14,Paid,Wallet,1 month,Reclaim,2020-03-27,2020-04-27
9.00509E+14,Free,Trial,14 days,Trial,2020-11-12,2020-11-26
9.00509E+14,Paid,Wallet,1 month,Acquisition,2020-11-26,2020-12-26
9.00509E+14,Paid,Wallet,1 month,Renewal,2020-12-26,2021-01-26
5.60335E+14,Paid,Wallet,1 month,Renewal,2020-10-11,2020-11-11
8.35108E+14,Paid,Retail,3 months,Renewal,2019-08-02,2019-11-02
8.35108E+14,Paid,Retail,3 months,Renewal,2019-11-08,2020-02-08
8.35108E+14,Paid,Retail,3 months,Renewal,2020-02-08,2020-05-08
8.35108E+14,Paid,Wallet,3 months,Renewal,2020-05-10,2020-08-10
8.35108E+14,Paid,Retail,3 months,Renewal,2020-08-11,2020-11-11
8.35108E+14,Paid,Retail,3 months,Renewal,2020-11-12,2021-02-12
4.09174E+14,Free,Trial,14 days,Trial,2020-03-25,2020-04-08
7.48524E+14,Free,Trial,14 days,Trial,2020-01-23,2020-02-06
6.40694E+14,Paid,Retail,3 months,Acquisition,2020-11-28,2021-02-28
3.88812E+14,Free,Trial,14 days,Trial,2019-07-18,2019-08-01
5.63823E+14,Paid,Wallet,3 months,Renewal,2019-07-30,2019-10-30
5.63823E+14,Paid,Wallet,3 months,Renewal,2019-10-30,2020-01-30
5.63823E+14,Paid,Wallet,3 months,Renewal,2020-01-30,2020-04-30
5.63823E+14,Paid,Wallet,3 months,Renewal,2020-04-30,2020-07-30
5.63823E+14,Paid,Wallet,3 months,Reclaim,2020-10-27,2021-01-27
2.14266E+14,Paid,Wallet,12 months,Renewal,2019-12-19,2020-12-19
2.14266E+14,Paid,Wallet,12 months,Renewal,2020-12-19,2021-12-19
8.16955E+14,Paid,Wallet,3 months,Acquisition,2020-08-13,2020-11-13
1.50148E+14,Paid,Retail,3 months,Acquisition,2020-04-10,2020-07-10
1.87217E+14,Free,Trial,14 days,Trial,2020-10-22,2020-11-05
1.87217E+14,Paid,Wallet,1 month,Acquisition,2020-11-05,2020-12-05
7.03691E+14,Paid,Retail,1 month,Acquisition,2020-08-13,2020-09-13
7.03691E+14,Paid,Retail,12 months,Renewal,2020-09-26,2021-09-26
8.49815E+14,Free,Trial,14 days,Trial,2020-07-10,2020-07-24
7.7475E+14,Paid,Wallet,12 months,Renewal,2019-12-08,2020-12-08
7.7475E+14,Paid,Wallet,12 months,Renewal,2020-12-08,2021-12-08
5.53581E+14,Paid,Wallet,1 month,Acquisition,2019-12-26,2020-01-26
5.53581E+14,Paid,Wallet,1 month,Renewal,2020-01-26,2020-02-26
5.53581E+14,Paid,Wallet,1 month,Renewal,2020-02-26,2020-03-26
5.53581E+14,Paid,Wallet,1 month,Renewal,2020-03-26,2020-04-26
5.53581E+14,Paid,Wallet,1 month,Renewal,2020-04-29,2020-05-29
5.53581E+14,Paid,Wallet,1 month,Reclaim,2020-08-17,2020-09-17
5.53581E+14,Paid,Wallet,1 month,Renewal,2020-09-20,2020-10-20
5.53581E+14,Paid,Retail,3 months,Reclaim,2020-12-25,2021-03-25
7.16093E+14,Paid,Wallet,12 months,Reclaim,2020-06-16,2021-06-16
5.24434E+14,Paid,Retail,12 months,Renewal,2019-07-04,2020-07-04
5.24434E+14,Paid,Retail,3 months,Renewal,2020-07-04,2020-10-04
5.24434E+14,Paid,Retail,12 months,Renewal,2020-10-04,2021-10-04
4.08492E+14,Paid,Retail,3 months,Reclaim,2020-04-08,2020-07-08
4.08492E+14,Paid,Retail,1 month,Reclaim,2020-08-10,2020-09-10
4.36313E+14,Paid,Wallet,12 months,Renewal,2019-11-07,2020-11-07
4.36313E+14,Paid,Wallet,12 months,Renewal,2020-11-07,2021-11-07
5.65514E+14,Free,Trial,14 days,Trial,2020-04-19,2020-05-03
5.10801E+14,Paid,Wallet,12 months,Renewal,2019-11-23,2020-11-23
5.10801E+14,Paid,Wallet,12 months,Renewal,2020-11-23,2021-11-23
6.45091E+14,Free,Trial,14 days,Trial,2019-06-03,2019-06-17
1.2367E+14,Paid,Wallet,1 month,Reclaim,2020-03-16,2020-04-16
1.2367E+14,Paid,Wallet,1 month,Renewal,2020-04-16,2020-05-16
1.2367E+14,Paid,Wallet,1 month,Renewal,2020-05-16,2020-06-16
1.2367E+14,Paid,Wallet,1 month,Renewal,2020-06-16,2020-07-16
4.72886E+14,Free,Trial,14 days,Trial,2020-03-29,2020-04-12
7.02582E+14,Free,Trial,14 days,Trial,2019-12-03,2019-12-17
7.09939E+14,Paid,Retail,12 months,Acquisition,2020-05-28,2021-05-28
7.63948E+14,Paid,Wallet,12 months,Renewal,2019-11-27,2020-11-27
2.2509E+14,Paid,Retail,3 months,Acquisition,2020-09-03,2020-12-03
4.57323E+14,Paid,Retail,3 months,Reclaim,2019-08-16,2019-11-16
4.57323E+14,Paid,Retail,3 months,Reclaim,2019-12-26,2020-03-26
4.57323E+14,Paid,Retail,12 months,Renewal,2020-03-26,2021-03-26
7.80974E+14,Paid,Wallet,12 months,Reclaim,2020-02-01,2021-02-01
8.7424E+14,Paid,Wallet,12 months,Reclaim,2019-06-14,2020-06-14
8.7424E+14,Paid,Wallet,1 month,Reclaim,2020-09-08,2020-10-08
8.7424E+14,Paid,Wallet,1 month,Renewal,2020-10-23,2020-11-23
6.18164E+14,Free,Trial,14 days,Trial,2020-08-12,2020-08-26
4.64253E+14,Free,Trial,14 days,Trial,2019-06-07,2019-06-21
4.64253E+14,Paid,Wallet,1 month,Acquisition,2019-06-21,2019-07-21
4.64253E+14,Paid,Wallet,1 month,Renewal,2019-07-21,2019-08-21
7.75066E+14,Paid,Wallet,12 months,Renewal,2020-03-30,2021-03-30
3.01719E+14,Free,Trial,14 days,Trial,2019-11-29,2019-12-13
1.42153E+14,Paid,Wallet,12 months,Renewal,2020-03-24,2021-03-24
3.31397E+14,Free,Trial,14 days,Trial,2020-02-21,2020-03-06
8.94313E+14,Free,Trial,14 days,Trial,2019-09-29,2019-10-13
5.42964E+14,Paid,Retail,12 months,Acquisition,2020-10-28,2021-10-28
3.33179E+14,Free,Trial,14 days,Trial,2020-03-18,2020-04-01
6.02361E+14,Paid,Wallet,12 months,Renewal,2020-03-22,2021-03-22
8.33477E+14,Free,Trial,14 days,Trial,2020-01-04,2020-01-18
8.33477E+14,Paid,Wallet,12 months,Acquisition,2020-01-18,2021-01-18
7.59372E+14,Paid,Wallet,3 months,Reclaim,2020-03-06,2020-06-06
7.59372E+14,Paid,Retail,3 months,Renewal,2020-06-06,2020-09-06
7.59372E+14,Paid,Retail,3 months,Renewal,2020-09-11,2020-12-11
7.59372E+14,Paid,Retail,3 months,Renewal,2020-12-26,2021-03-26
2.57894E+14,Paid,Retail,12 months,Reclaim,2019-06-15,2020-06-15
2.57894E+14,Paid,Wallet,3 months,Reclaim,2020-08-15,2020-11-15
2.57894E+14,Paid,Wallet,3 months,Renewal,2020-11-15,2021-02-15
1.0034E+14,Paid,Wallet,1 month,Renewal,2019-06-14,2019-07-14
1.0034E+14,Paid,Wallet,1 month,Reclaim,2019-08-11,2019-09-11
1.0034E+14,Paid,Wallet,1 month,Reclaim,2019-11-09,2019-12-09
1.0034E+14,Paid,Wallet,1 month,Renewal,2019-12-09,2020-01-09
1.0034E+14,Paid,Wallet,12 months,Renewal,2020-01-09,2021-01-09
3.97168E+14,Paid,Wallet,3 months,Acquisition,2020-09-29,2020-12-29
3.97168E+14,Paid,Wallet,3 months,Renewal,2020-12-29,2021-03-29
8.31263E+14,Paid,Wallet,3 months,Renewal,2019-06-05,2019-09-05
8.31263E+14,Paid,Wallet,3 months,Renewal,2019-09-05,2019-12-05
8.13375E+14,Paid,Wallet,3 months,Acquisition,2019-12-23,2020-03-23
8.13375E+14,Paid,Wallet,3 months,Renewal,2020-03-23,2020-06-23
8.13375E+14,Paid,Wallet,3 months,Renewal,2020-06-23,2020-09-23
8.13375E+14,Paid,Wallet,3 months,Renewal,2020-09-23,2020-12-23
8.13375E+14,Paid,Wallet,3 months,Renewal,2020-12-23,2021-03-23
5.05503E+14,Free,Trial,14 days,Trial,2019-07-21,2019-08-04
2.13617E+14,Free,Trial,14 days,Trial,2020-12-16,2020-12-30
1.48467E+14,Paid,Wallet,12 months,Acquisition,2020-11-14,2021-11-14
6.58253E+14,Free,Trial,14 days,Trial,2020-06-17,2020-07-01
1.39422E+14,Free,Trial,14 days,Trial,2020-04-24,2020-05-08
8.8621E+14,Paid,Wallet,3 months,Renewal,2019-07-09,2019-10-09
8.8621E+14,Paid,Wallet,3 months,Renewal,2019-10-09,2020-01-09
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-01-13,2020-02-13
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-02-18,2020-03-18
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-03-19,2020-04-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-04-19,2020-05-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-05-19,2020-06-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-06-19,2020-07-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-07-19,2020-08-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-08-19,2020-09-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-09-19,2020-10-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-10-19,2020-11-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-11-19,2020-12-19
8.8621E+14,Paid,Wallet,1 month,Renewal,2020-12-19,2021-01-19
7.83067E+14,Paid,Wallet,1 month,Acquisition,2020-12-26,2021-01-26
5.21537E+14,Paid,Wallet,12 months,Renewal,2019-10-01,2020-10-01
5.21537E+14,Paid,Wallet,12 months,Renewal,2020-10-30,2021-10-30
7.34731E+14,Free,Trial,14 days,Trial,2020-01-12,2020-01-26
8.01284E+14,Paid,Wallet,12 months,Acquisition,2020-04-24,2021-04-24
3.83764E+14,Paid,Wallet,12 months,Renewal,2019-07-15,2020-07-15
6.05635E+14,Paid,Wallet,1 month,Reclaim,2020-03-23,2020-04-23
6.05635E+14,Paid,Wallet,1 month,Renewal,2020-04-23,2020-05-23
6.05635E+14,Paid,Wallet,1 month,Renewal,2020-05-23,2020-06-23
6.05635E+14,Paid,Wallet,1 month,Renewal,2020-06-23,2020-07-23
6.05635E+14,Paid,Wallet,1 month,Renewal,2020-07-23,2020-08-23
1.47837E+14,Paid,Wallet,12 months,Reclaim,2019-12-14,2020-12-14
1.47837E+14,Paid,Retail,12 months,Renewal,2020-12-24,2021-12-24
8.2966E+14,Free,Trial,14 days,Trial,2020-06-21,2020-07-05
8.91155E+14,Paid,Wallet,12 months,Acquisition,2020-04-30,2021-04-30
9.18607E+14,Paid,Wallet,1 month,Acquisition,2019-12-25,2020-01-25
9.18607E+14,Paid,Wallet,1 month,Reclaim,2020-10-24,2020-11-24
8.52174E+14,Paid,Wallet,12 months,Renewal,2020-10-08,2021-10-08
5.32056E+14,Free,Trial,14 days,Trial,2020-04-02,2020-04-16
7.8915E+14,Free,Trial,14 days,Trial,2020-03-29,2020-04-12
5.03705E+14,Paid,Retail,3 months,Renewal,2020-01-11,2020-04-12
5.03705E+14,Paid,Wallet,12 months,Renewal,2020-04-18,2021-04-18
4.99259E+14,Paid,Retail,12 months,Renewal,2020-10-06,2021-10-06
4.80618E+14,Paid,Wallet,12 months,Renewal,2019-10-15,2020-10-15
4.80618E+14,Paid,Wallet,12 months,Renewal,2020-10-15,2021-10-15
3.20607E+14,Paid,Retail,1 month,Reclaim,2019-10-26,2019-11-26
4.5786E+14,Paid,Wallet,1 month,Renewal,2019-06-20,2019-07-20
4.5786E+14,Paid,Wallet,1 month,Renewal,2019-07-20,2019-08-20
4.5786E+14,Paid,Wallet,1 month,Reclaim,2020-03-27,2020-04-27
4.5786E+14,Paid,Wallet,1 month,Renewal,2020-04-27,2020-05-27
4.5786E+14,Paid,Wallet,1 month,Renewal,2020-05-27,2020-06-27
1.00251E+14,Free,Trial,14 days,Trial,2020-04-27,2020-05-11
1.00251E+14,Paid,Wallet,1 month,Acquisition,2020-12-23,2021-01-23
6.14924E+14,Paid,Wallet,12 months,Renewal,2019-09-04,2020-09-04
6.14924E+14,Paid,Wallet,12 months,Renewal,2020-09-04,2021-09-04
4.90694E+14,Free,Trial,14 days,Trial,2019-11-08,2019-11-22
7.80351E+14,Free,Trial,14 days,Trial,2020-06-29,2020-07-13
7.80351E+14,Paid,Retail,3 months,Acquisition,2020-07-13,2020-10-13
7.80351E+14,Paid,Wallet,3 months,Renewal,2020-10-13,2021-01-13
6.54793E+14,Paid,Wallet,1 month,Acquisition,2020-04-05,2020-05-05
3.55684E+14,Paid,Wallet,1 month,Renewal,2019-06-22,2019-07-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2019-07-22,2019-08-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2019-08-22,2019-09-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2019-09-22,2019-10-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2019-10-22,2019-11-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2019-11-22,2019-12-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2019-12-22,2020-01-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2020-01-22,2020-02-22
3.55684E+14,Paid,Wallet,1 month,Renewal,2020-02-29,2020-03-29
3.55684E+14,Paid,Wallet,1 month,Renewal,2020-03-30,2020-04-30
3.55684E+14,Paid,Wallet,1 month,Renewal,2020-04-30,2020-05-30
3.55684E+14,Paid,Wallet,1 month,Renewal,2020-05-30,2020-06-30
1.42787E+14,Paid,Wallet,1 month,Acquisition,2019-10-26,2019-11-26
3.29012E+14,Paid,Retail,1 month,Acquisition,2019-12-31,2020-01-31
3.29012E+14,Paid,Retail,1 month,Reclaim,2020-03-16,2020-04-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-04-16,2020-05-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-05-16,2020-06-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-06-16,2020-07-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-07-16,2020-08-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-08-16,2020-09-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-09-16,2020-10-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-10-16,2020-11-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-11-16,2020-12-16
3.29012E+14,Paid,Wallet,1 month,Renewal,2020-12-16,2021-01-16
8.20422E+14,Paid,Wallet,1 month,Acquisition,2020-08-16,2020-09-16
8.20422E+14,Paid,Wallet,1 month,Renewal,2020-09-17,2020-10-17
8.20422E+14,Paid,Wallet,1 month,Renewal,2020-10-17,2020-11-17
8.20422E+14,Paid,Wallet,1 month,Renewal,2020-11-22,2020-12-22
8.20422E+14,Paid,Wallet,1 month,Renewal,2020-12-26,2021-01-26
3.99598E+14,Free,Trial,14 days,Trial,2019-07-02,2019-07-16
5.61389E+14,Free,Trial,14 days,Trial,2019-11-20,2019-12-04
5.61389E+14,Paid,Wallet,1 month,Acquisition,2020-03-20,2020-04-20
5.61389E+14,Paid,Wallet,1 month,Renewal,2020-04-20,2020-05-20
5.61389E+14,Paid,Wallet,1 month,Renewal,2020-05-20,2020-06-20
5.61389E+14,Paid,Wallet,1 month,Renewal,2020-06-20,2020-07-20
5.61389E+14,Paid,Wallet,1 month,Renewal,2020-07-20,2020-08-20
3.49148E+14,Free,Trial,14 days,Trial,2020-07-02,2020-07-16
1.64343E+14,Free,Trial,14 days,Trial,2020-02-14,2020-02-28
1.64343E+14,Paid,Wallet,1 month,Acquisition,2020-02-28,2020-03-28
4.12709E+14,Paid,Wallet,3 months,Renewal,2019-08-11,2019-11-11
4.12709E+14,Paid,Wallet,12 months,Renewal,2019-11-28,2020-11-28
4.12709E+14,Paid,Wallet,3 months,Reclaim,2020-12-25,2021-03-25
4.64605E+14,Free,Trial,14 days,Trial,2020-03-16,2020-03-30
4.64605E+14,Paid,Wallet,1 month,Acquisition,2020-03-30,2020-04-30
4.64605E+14,Paid,Wallet,1 month,Renewal,2020-04-30,2020-05-30
4.64605E+14,Paid,Wallet,1 month,Renewal,2020-05-30,2020-06-30
6.67989E+14,Paid,Wallet,1 month,Renewal,2019-06-12,2019-07-12
6.67989E+14,Paid,Wallet,1 month,Renewal,2019-07-12,2019-08-12
6.61684E+14,Paid,Wallet,12 months,Reclaim,2019-08-25,2020-08-25
6.61684E+14,Paid,Wallet,12 months,Renewal,2020-08-26,2021-08-26
4.97227E+14,Paid,Retail,3 months,Acquisition,2019-12-25,2020-03-25
4.97227E+14,Paid,Wallet,1 month,Reclaim,2020-04-13,2020-05-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-05-13,2020-06-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-06-13,2020-07-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-07-13,2020-08-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-08-13,2020-09-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-09-13,2020-10-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-10-13,2020-11-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-11-13,2020-12-13
4.97227E+14,Paid,Wallet,1 month,Renewal,2020-12-13,2021-01-13
4.40848E+14,Free,Trial,14 days,Trial,2020-05-01,2020-05-15
5.5424E+14,Free,Trial,14 days,Trial,2020-05-01,2020-05-15
6.8364E+14,Paid,Retail,12 months,Acquisition,2019-06-17,2020-06-17
6.8364E+14,Paid,Wallet,12 months,Renewal,2020-06-17,2021-06-17
6.24899E+14,Free,Trial,14 days,Trial,2020-05-10,2020-05-24
5.68818E+14,Free,Trial,14 days,Trial,2019-10-16,2019-10-30
8.35931E+14,Paid,Retail,3 months,Acquisition,2020-12-05,2021-03-05
9.11588E+14,Paid,Wallet,1 month,Reclaim,2020-11-14,2020-12-14
8.37595E+14,Paid,Wallet,1 month,Reclaim,2020-06-04,2020-07-04
8.37595E+14,Paid,Wallet,1 month,Renewal,2020-07-04,2020-08-04
8.37595E+14,Paid,Wallet,1 month,Renewal,2020-08-04,2020-09-04
8.37595E+14,Paid,Wallet,1 month,Renewal,2020-09-04,2020-10-04
8.37595E+14,Paid,Wallet,1 month,Renewal,2020-10-04,2020-11-04
8.37595E+14,Paid,Wallet,1 month,Renewal,2020-11-04,2020-12-04
8.37595E+14,Paid,Wallet,1 month,Renewal,2020-12-04,2021-01-04
5.29065E+14,Free,Trial,14 days,Trial,2020-06-10,2020-06-24
8.99656E+14,Paid,Wallet,1 month,Renewal,2019-06-18,2019-07-18
8.99656E+14,Paid,Wallet,1 month,Renewal,2019-07-20,2019-08-20
8.99656E+14,Paid,Wallet,1 month,Renewal,2019-08-24,2019-09-24
8.99656E+14,Paid,Wallet,1 month,Renewal,2019-09-27,2019-10-27
8.99656E+14,Paid,Wallet,1 month,Renewal,2019-10-30,2019-11-30
8.99656E+14,Paid,Wallet,1 month,Renewal,2019-11-30,2019-12-30
8.99656E+14,Paid,Wallet,1 month,Renewal,2019-12-30,2020-01-30
8.99656E+14,Paid,Wallet,1 month,Renewal,2020-01-30,2020-02-29
8.99656E+14,Paid,Wallet,1 month,Renewal,2020-02-29,2020-03-30
8.99656E+14,Paid,Wallet,1 month,Reclaim,2020-04-27,2020-05-27
8.99656E+14,Paid,Wallet,1 month,Renewal,2020-05-28,2020-06-28
8.99656E+14,Paid,Wallet,1 month,Renewal,2020-06-28,2020-07-28
8.99656E+14,Paid,Wallet,1 month,Reclaim,2020-08-17,2020-09-17
8.99656E+14,Paid,Wallet,1 month,Renewal,2020-09-17,2020-10-17
8.99656E+14,Paid,Wallet,1 month,Renewal,2020-10-17,2020-11-17
8.99656E+14,Paid,Wallet,1 month,Renewal,2020-11-19,2020-12-19
